,S.N.,Symbol,Buyer,Seller,Quantity,Rate,Amount
578,2,SPDL,38,45,10,451.0,4510.0
579,2,ILBS,49,13,12,1804.0,21648.0
580,2,GILB,43,6,64,2791.0,178624.0
581,2,GILB,52,6,36,2792.0,100512.0
582,2,SLICL,48,3,169,1006.0,170014.0
583,2,SLICL,46,3,85,1008.0,85680.0
584,2,NIFRA,45,52,40,533.0,21320.0
585,2,UIC,49,41,35,806.0,28210.0
586,2,UIC,59,41,100,807.0,80700.0
587,2,UIC,21,41,300,807.0,242100.0
588,2,UIC,38,41,25,808.0,20200.0
589,2,UIC,44,41,50,808.0,40400.0
590,2,UIC,11,41,585,808.0,472680.0
591,2,UIC,52,41,205,810.0,166050.0
592,2,UIC,34,41,190,810.0,153900.0
593,2,CHDC,17,28,10,733.0,7330.0
594,2,RLI,6,17,250,714.0,178500.0
595,2,ICFC,42,21,10,654.0,6540.0
596,2,NLIC,33,37,100,2087.0,208700.0
597,2,GLH,17,42,10,402.0,4020.0
598,2,UNHPL,58,14,15,385.0,5775.0
599,2,NBL,14,29,35,463.0,16205.0
600,2,NBL,29,50,100,462.0,46200.0
601,2,GLICL,29,28,500,825.0,412500.0
602,2,AKJCL,50,11,10,300.0,3000.0
603,2,SWBBL,14,45,100,1747.0,174700.0
604,2,SWBBL,14,44,100,1746.0,174600.0
605,2,SWBBL,14,58,43,1746.0,75078.0
606,2,SWBBL,14,41,22,1730.0,38060.0
607,2,SJCL,21,45,40,470.0,18800.0
608,2,CLBSL,59,3,30,1400.0,42000.0
609,2,UPCL,44,46,20,333.0,6660.0
610,2,ADBL,21,42,50,496.0,24800.0
611,2,JLI,32,21,10,815.0,8150.0
612,2,SHL,29,51,100,287.0,28700.0
613,2,SHL,29,58,100,287.0,28700.0
614,2,SHL,29,28,300,287.0,86100.0
615,2,CIT,38,34,10,4210.0,42100.0
616,2,SBL,44,45,500,520.0,260000.0
617,2,SBL,44,34,2000,520.0,1040000.0
618,2,SBL,44,3,200,520.0,104000.0
619,2,SBL,44,5,10,520.0,5200.0
620,2,SBL,44,56,150,520.0,78000.0
621,2,SBL,44,11,100,520.0,52000.0
622,2,SBL,44,45,500,520.0,260000.0
623,2,SBL,44,45,24,520.0,12480.0
624,2,NIFRA,45,14,10,533.0,5330.0
625,2,NIFRA,54,14,40,533.0,21320.0
626,2,FMDBL,6,32,192,828.0,158976.0
627,2,FMDBL,6,7,100,828.0,82800.0
628,2,FMDBL,6,29,51,828.0,42228.0
629,2,CBL,49,55,39,298.0,11622.0
630,2,CBL,45,55,61,298.0,18178.0
631,2,RRHP,11,51,100,425.0,42500.0
632,2,SLBS,1,1,38,1704.0,64752.0
633,2,LEC,56,50,10,398.0,3980.0
634,2,LEC,56,44,20,398.0,7960.0
635,2,LEC,56,59,670,398.0,266660.0
636,2,RHPL,49,50,20,519.0,10380.0
637,2,RHPL,49,17,10,518.0,5180.0
638,2,PCBL,49,45,20,487.0,9740.0
639,2,NICLBSL,3,49,120,1605.0,192600.0
640,2,SHL,32,25,380,286.0,108680.0
641,2,PICL,48,45,100,950.0,95000.0
642,2,GIMES1,48,6,1000,19.82,19820.0
643,2,NICL,10,49,50,1166.0,58300.0
644,2,NICL,10,33,500,1166.0,583000.0
645,2,NICL,10,33,118,1166.0,137588.0
646,2,HIDCL,20,22,1500,424.0,636000.0
647,2,CZBIL,6,16,100,403.0,40300.0
648,2,NRN,40,36,120,710.0,85200.0
649,2,NRN,40,36,280,710.0,198800.0
650,2,NRN,50,36,100,711.0,71100.0
651,2,NHPC,45,51,20,305.0,6100.0
652,2,AKPL,57,50,100,499.0,49900.0
653,2,UIC,34,42,10,810.0,8100.0
654,2,NMBMF,44,33,50,1421.0,71050.0
655,2,DHPL,56,51,138,293.0,40434.0
656,2,HIDCL,56,46,20,423.0,8460.0
657,2,GBIME,51,42,70,458.0,32060.0
658,2,JBBL,14,17,50,499.0,24950.0
659,2,API,38,17,247,450.0,111150.0
660,2,RLFL,26,50,100,535.0,53500.0
661,2,RLFL,8,50,20,535.0,10700.0
662,2,MERO,34,58,29,1669.0,48401.0
663,2,MERO,34,39,21,1668.0,35028.0
664,2,RURU,36,34,100,946.0,94600.0
665,2,SRBL,47,6,485,391.0,189635.0
666,2,SRBL,14,6,200,391.0,78200.0
667,2,MPFL,29,39,24,411.0,9864.0
668,2,MPFL,29,51,26,411.0,10686.0
669,2,KBL,51,58,75,397.0,29775.0
670,2,RRHP,48,19,20,425.0,8500.0
671,2,AHPC,39,32,20,530.0,10600.0
672,2,JLI,32,45,10,815.0,8150.0
673,2,TRH,6,45,41,406.0,16646.0
674,2,TRH,39,45,109,406.0,44254.0
675,2,BARUN,49,58,10,587.0,5870.0
676,2,BARUN,49,42,10,587.0,5870.0
677,2,MBL,49,39,20,413.0,8260.0
678,2,NICL,10,33,130,1166.0,151580.0
679,2,DHPL,53,53,14,294.0,4116.0
680,2,DHPL,53,57,11,294.0,3234.0
681,2,DHPL,53,58,25,294.0,7350.0
682,2,SFCL,16,49,83,400.0,33200.0
683,2,SFCL,16,49,67,400.0,26800.0
684,2,UPCL,52,14,108,334.0,36072.0
685,2,MHNL,45,44,40,360.0,14400.0
686,2,AHPC,39,14,122,530.0,64660.0
687,2,UNHPL,58,58,40,385.0,15400.0
688,2,UNHPL,35,58,10,387.0,3870.0
689,2,PLI,55,6,10,818.0,8180.0
690,2,UPPER,43,19,50,759.0,37950.0
691,2,UPPER,43,56,20,759.0,15180.0
692,2,GBBL,35,38,30,551.0,16530.0
693,2,DHPL,42,58,50,294.0,14700.0
694,2,BOKL,43,34,77,396.0,30492.0
695,2,BOKL,43,5,173,396.0,68508.0
696,2,JLI,55,39,10,815.0,8150.0
697,2,MBL,45,39,50,413.0,20650.0
698,2,NHPC,13,17,20,304.0,6080.0
699,2,PRIN,38,49,100,1094.0,109400.0
700,2,UPCL,44,42,50,333.0,16650.0
701,2,CHDC,17,28,10,733.0,7330.0
702,2,CBBL,11,4,15,1775.0,26625.0
703,2,BPCL,4,57,17,532.0,9044.0
704,2,HPPL,45,45,10,488.0,4880.0
705,2,EICPO,20,20,10,428.0,4280.0
706,2,PMHPL,22,58,10,317.0,3170.0
707,2,GLH,17,13,10,402.0,4020.0
708,2,CHDC,17,43,10,733.0,7330.0
709,2,HGI,39,19,80,878.0,70240.0
710,2,HGI,39,42,10,877.0,8770.0
711,2,LLBS,20,39,10,2223.0,22230.0
712,2,NCCB,35,29,285,383.0,109155.0
713,2,NLICL,49,36,10,1280.0,12800.0
714,2,BBC,10,58,30,6400.0,192000.0
715,2,NLIC,6,18,12,2085.0,25020.0
716,2,NLIC,38,18,10,2085.0,20850.0
717,2,MFIL,55,43,200,1100.0,220000.0
718,2,CIT,38,28,13,4210.0,54730.0
719,2,CHDC,17,58,10,733.0,7330.0
720,2,SWBBL,14,43,50,1723.0,86150.0
721,2,NHPC,21,51,1000,305.0,305000.0
722,2,GBIME,39,42,30,458.0,13740.0
723,2,RHPL,17,57,80,517.0,41360.0
724,2,SBL,45,52,15,519.0,7785.0
725,2,KKHC,42,55,100,306.0,30600.0
726,2,NIFRA,54,46,60,533.0,31980.0
727,2,GMFIL,35,48,20,560.0,11200.0
728,2,RURU,56,35,30,946.0,28380.0
729,2,PMHPL,59,28,10,317.0,3170.0
730,2,GBBL,13,59,30,550.0,16500.0
731,2,GBBL,41,59,170,550.0,93500.0
732,2,UIC,44,49,65,821.0,53365.0
733,2,UIC,44,20,300,821.0,246300.0
734,2,UIC,44,14,100,821.0,82100.0
735,2,UIC,44,21,50,821.0,41050.0
736,2,UIC,44,49,100,820.0,82000.0
737,2,UIC,44,35,100,820.0,82000.0
738,2,UIC,44,45,25,820.0,20500.0
739,2,UIC,44,6,100,819.0,81900.0
740,2,UIC,44,56,100,818.0,81800.0
741,2,UIC,44,43,50,815.0,40750.0
742,2,UIC,44,38,10,815.0,8150.0
743,2,JOSHI,46,48,80,333.0,26640.0
744,2,JOSHI,46,13,10,333.0,3330.0
745,2,JOSHI,46,32,10,333.0,3330.0
746,2,MBL,19,39,500,413.0,206500.0
747,2,CZBIL,6,16,113,403.0,45539.0
748,2,CZBIL,6,57,87,403.0,35061.0
749,2,MNBBL,35,51,10,691.0,6910.0
750,2,KSBBL,49,35,350,600.0,210000.0
751,2,BOKL,33,42,650,395.0,256750.0
752,2,UIC,34,29,500,810.0,405000.0
753,2,UIC,34,17,200,810.0,162000.0
754,2,UIC,34,48,200,810.0,162000.0
755,2,SKBBL,26,4,100,1640.0,164000.0
756,2,GILB,52,6,164,2792.0,457888.0
757,2,GILB,17,6,36,2800.0,100800.0
758,2,PFL,48,49,44,693.0,30492.0
759,2,PRVU,43,32,100,475.0,47500.0
760,2,PRVU,43,38,462,475.0,219450.0
761,2,GFCL,34,51,815,700.0,570500.0
762,2,SICL,26,41,199,2192.0,436208.0
763,2,CHDC,17,21,10,733.0,7330.0
764,2,API,56,13,940,451.0,423940.0
765,2,API,56,58,60,451.0,27060.0
766,2,MPFL,49,51,24,411.0,9864.0
767,2,NRIC,16,38,20,1900.0,38000.0
768,2,NRIC,16,29,20,1900.0,38000.0
769,2,NRIC,16,32,40,1900.0,76000.0
770,2,NRIC,16,17,170,1900.0,323000.0
771,2,CHDC,17,51,10,733.0,7330.0
772,2,SBI,44,32,10,437.0,4370.0
773,2,SBI,44,42,10,437.0,4370.0
774,2,SBI,44,1,200,437.0,87400.0
775,2,UMHL,32,29,40,408.0,16320.0
776,2,API,38,49,268,450.0,120600.0
777,2,API,46,49,10,450.0,4500.0
778,2,API,25,49,170,450.0,76500.0
779,2,API,38,49,97,450.0,43650.0
780,2,MMFDB,45,35,50,1717.0,85850.0
781,2,SICL,22,41,10,2192.0,21920.0
782,2,SBL,11,52,20,519.0,10380.0
783,2,RHPC,6,46,19,618.0,11742.0
784,2,NICL,21,33,50,1166.0,58300.0
785,2,NIFRA,54,49,50,532.0,26600.0
786,2,RHPL,17,38,40,517.0,20680.0
787,2,NIFRA,58,42,50,533.0,26650.0
788,2,NIFRA,19,42,60,533.0,31980.0
789,2,NLIC,38,34,40,2085.0,83400.0
790,2,MLBL,34,52,490,455.0,222950.0
791,2,MLBL,49,52,10,455.0,4550.0
792,2,CZBIL,47,57,13,403.0,5239.0
793,2,CZBIL,47,45,87,403.0,35061.0
794,2,KBL,D01,58,25,397.0,9925.0
795,2,NIFRA,19,6,40,533.0,21320.0
796,2,NIFRA,49,6,20,533.0,10660.0
797,2,ADBL,39,42,250,496.0,124000.0
798,2,ADBL,39,32,250,496.0,124000.0
799,2,RHPC,6,21,10,618.0,6180.0
800,2,NRIC,6,42,50,1895.0,94750.0
801,2,NICL,22,33,110,1166.0,128260.0
802,2,NIL,41,55,200,1688.0,337600.0
803,2,PROFL,39,22,100,407.0,40700.0
804,2,PROFL,39,14,100,407.0,40700.0
805,2,KSBBL,1,35,500,600.0,300000.0
806,2,LBL,36,13,500,431.0,215500.0
807,2,NICLBSL,35,49,80,1605.0,128400.0
808,2,NICLBSL,35,45,10,1605.0,16050.0
809,2,NICLBSL,35,6,10,1604.0,16040.0
810,2,DHPL,56,34,1000,292.0,292000.0
811,2,JSLBB,46,59,31,3500.0,108500.0
812,2,PICL,45,45,10,950.0,9500.0
813,2,NLIC,57,34,50,2085.0,104250.0
814,2,KBL,D01,42,3135,397.0,1244595.0
815,2,GIC,21,58,30,760.0,22800.0
816,2,GIC,21,38,10,759.0,7590.0
817,2,GIC,21,42,10,759.0,7590.0
818,2,GIC,21,42,10,758.0,7580.0
819,2,GIC,21,36,10,758.0,7580.0
820,2,BPCL,53,57,50,532.0,26600.0
821,2,PLI,55,42,10,818.0,8180.0
822,2,UPPER,36,56,20,759.0,15180.0
823,2,UPPER,36,33,80,759.0,60720.0
824,2,API,38,50,502,450.0,225900.0
825,2,JFL,58,51,52,470.0,24440.0
826,2,JFL,58,16,25,470.0,11750.0
827,2,JFL,58,52,123,470.0,57810.0
828,2,NABIL,6,39,100,1321.0,132100.0
829,2,NABIL,6,19,90,1321.0,118890.0
830,2,SFCL,45,29,100,401.0,40100.0
831,2,GUFL,45,57,40,1328.0,53120.0
832,2,API,38,22,10,450.0,4500.0
833,2,PFL,34,36,12,690.0,8280.0
834,2,NHPC,13,14,30,304.0,9120.0
835,2,API,46,58,100,451.0,45100.0
836,2,SHL,32,45,120,286.0,34320.0
837,2,VLBS,25,49,40,1800.0,72000.0
838,2,VLBS,25,46,20,1800.0,36000.0
839,2,VLBS,25,26,30,1800.0,54000.0
840,2,VLBS,25,34,10,1794.0,17940.0
841,2,RHPC,6,11,19,618.0,11742.0
842,2,UPPER,54,33,70,759.0,53130.0
843,2,UPPER,54,8,130,759.0,98670.0
844,2,AHPC,39,35,40,530.0,21200.0
845,2,API,38,52,100,450.0,45000.0
846,2,AKPL,41,29,100,499.0,49900.0
847,2,AKPL,35,29,900,499.0,449100.0
848,2,SINDU,19,38,320,426.0,136320.0
849,2,NIFRA,49,55,480,533.0,255840.0
850,2,NIFRA,38,55,20,533.0,10660.0
851,2,SJCL,47,36,20,471.0,9420.0
852,2,KBL,59,42,25,397.0,9925.0
853,2,PFL,34,59,209,690.0,144210.0
854,2,PFL,14,59,75,690.0,51750.0
855,2,PFL,3,59,716,690.0,494040.0
856,2,RADHI,11,25,50,1081.0,54050.0
857,2,SBI,43,19,500,436.0,218000.0
858,2,MEN,1,6,10,945.0,9450.0
859,2,CBBL,57,4,100,1775.0,177500.0
860,2,GMFIL,35,55,17,560.0,9520.0
861,2,UPPER,44,51,50,758.0,37900.0
862,2,CBBL,10,4,10,1775.0,17750.0
863,2,FMDBL,6,29,250,828.0,207000.0
864,2,RHPL,17,45,70,517.0,36190.0
865,2,API,38,49,19,450.0,8550.0
866,2,GBBL,41,51,30,550.0,16500.0
867,2,GBBL,52,51,103,550.0,56650.0
868,2,GBBL,19,51,100,550.0,55000.0
869,2,GBBL,29,51,267,550.0,146850.0
870,2,API,38,29,200,450.0,90000.0
871,2,NICL,58,33,10,1166.0,11660.0
872,2,IGI,38,25,25,1320.0,33000.0
873,2,NMBMF,13,33,50,1421.0,71050.0
874,2,SHPC,58,49,500,553.0,276500.0
875,2,MEN,1,21,10,945.0,9450.0
876,2,OHL,57,39,20,610.0,12200.0
877,2,SLCF,28,45,100,10.1,1010.0
878,2,SHIVM,41,36,50,1579.0,78950.0
879,2,SJCL,47,47,40,471.0,18840.0
880,2,NHPC,58,51,60,305.0,18300.0
881,2,HDL,46,54,15,5662.0,84930.0
882,2,HDL,59,54,10,5665.0,56650.0
883,2,SWBBL,14,37,60,1715.0,102900.0
884,2,PCBL,16,45,500,487.0,243500.0
885,2,SIFC,47,1,542,500.0,271000.0
886,2,SIFC,47,1,80,495.0,39600.0
887,2,UMRH,49,47,10,500.0,5000.0
888,2,AHPC,39,10,535,530.0,283550.0
889,2,AHPC,39,34,197,530.0,104410.0
890,2,MFIL,57,43,150,1100.0,165000.0
891,2,CFCL,16,1,940,450.0,423000.0
892,2,CFCL,14,1,100,450.0,45000.0
893,2,CFCL,39,1,200,450.0,90000.0
894,2,CFCL,44,1,20,450.0,9000.0
895,2,CFCL,41,1,200,450.0,90000.0
896,2,CFCL,19,1,50,450.0,22500.0
897,2,CFCL,38,1,280,450.0,126000.0
898,2,CFCL,59,1,200,451.0,90200.0
899,2,CFCL,52,1,10,452.0,4520.0
900,2,SHEL,39,53,10,439.0,4390.0
901,2,MPFL,47,17,40,410.0,16400.0
902,2,MPFL,58,17,10,410.0,4100.0
903,2,NMFBS,16,47,200,3588.0,717600.0
904,2,NMFBS,4,47,33,3588.0,118404.0
905,2,NMFBS,52,47,10,3590.0,35900.0
906,2,SPDL,38,47,33,451.0,14883.0
907,2,SWBBL,25,37,40,1723.0,68920.0
908,2,CIT,58,28,70,4210.0,294700.0
909,2,MEGA,6,47,132,390.0,51480.0
910,2,MEGA,6,25,518,390.0,202020.0
911,2,MEGA,6,29,50,389.0,19450.0
912,2,MEN,1,49,10,945.0,9450.0
913,2,ADBL,33,45,80,495.0,39600.0
914,2,ADBL,36,45,20,495.0,9900.0
915,2,PCBL,49,38,334,485.0,161990.0
916,2,PCBL,34,38,286,485.0,138710.0
917,2,MHNL,45,42,30,360.0,10800.0
918,2,JBBL,14,17,10,499.0,4990.0
919,2,NABIL,6,44,30,1320.0,39600.0
920,2,PMHPL,59,48,10,317.0,3170.0
921,2,RLI,49,57,10,714.0,7140.0
922,2,CBL,45,17,39,298.0,11622.0
923,2,CBBL,42,4,30,1775.0,53250.0
924,2,GMFIL,35,5,156,560.0,87360.0
925,2,KRBL,56,35,200,379.0,75800.0
926,2,SAPDBL,34,32,152,377.0,57304.0
927,2,MNBBL,59,51,100,691.0,69100.0
928,2,SABSL,49,41,17,1780.0,30260.0
929,2,NICL,10,41,20,1165.0,23300.0
930,2,PLI,55,37,10,818.0,8180.0
931,2,CHDC,17,35,10,733.0,7330.0
932,2,HDHPC,49,58,40,305.0,12200.0
933,2,KBL,57,42,400,397.0,158800.0
934,2,KKHC,42,56,100,306.0,30600.0
935,2,PRVU,29,55,514,474.0,243636.0
936,2,PRVU,44,55,486,474.0,230364.0
937,2,DHPL,51,58,50,294.0,14700.0
938,2,KBL,41,42,100,397.0,39700.0
939,2,NBL,29,22,311,462.0,143682.0
940,2,NICL,58,42,10,1165.0,11650.0
941,2,SHL,49,1,450,285.0,128250.0
942,2,SHL,46,1,500,285.0,142500.0
943,2,SHL,1,1,100,285.0,28500.0
944,2,SHL,58,1,200,285.0,57000.0
945,2,SHL,22,1,200,285.0,57000.0
946,2,JBBL,38,11,100,497.0,49700.0
947,2,NLG,29,10,50,1306.0,65300.0
948,2,NLG,29,10,50,1307.0,65350.0
949,2,RHPL,57,37,15,517.0,7755.0
950,2,RHPL,35,37,65,517.0,33605.0
951,2,MBL,43,16,300,414.0,124200.0
952,2,UNHPL,45,21,30,390.0,11700.0
953,2,UNHPL,6,21,100,390.0,39000.0
954,2,UNHPL,45,21,235,390.0,91650.0
955,2,HIDCL,56,38,156,423.0,65988.0
956,2,HIDCL,40,38,61,423.0,25803.0
957,2,NRIC,16,17,30,1900.0,57000.0
958,2,NRIC,16,34,40,1900.0,76000.0
959,2,NRIC,16,32,40,1900.0,76000.0
960,2,NRIC,16,48,100,1899.0,189900.0
961,2,NRIC,16,35,40,1899.0,75960.0
962,2,LBBL,5,49,60,656.0,39360.0
963,2,LBBL,5,32,309,655.0,202395.0
964,2,GRDBL,21,49,50,371.0,18550.0
965,2,SWBBL,25,21,50,1723.0,86150.0
966,2,CIT,45,28,50,4210.0,210500.0
967,2,CFCL,8,34,10,454.0,4540.0
968,2,LEC,47,59,80,398.0,31840.0
969,2,NHPC,13,45,200,304.0,60800.0
970,2,MEGA,43,29,50,389.0,19450.0
971,2,MEGA,42,29,150,389.0,58350.0
972,2,CIT,58,28,17,4210.0,71570.0
973,2,CIT,58,50,73,4210.0,307330.0
974,2,CIT,58,3,10,4209.0,42090.0
975,2,SWBBL,25,49,50,1723.0,86150.0
976,2,SWBBL,25,11,50,1723.0,86150.0
977,2,SWBBL,25,16,10,1723.0,17230.0
978,2,RURU,56,52,10,946.0,9460.0
979,2,SHINE,40,28,65,459.0,29835.0
980,2,SHINE,40,58,35,459.0,16065.0
981,2,CBBL,16,40,20,1774.0,35480.0
982,2,NHPC,17,45,500,304.0,152000.0
983,2,SSHL,22,58,50,366.0,18300.0
984,2,MBL,49,16,564,414.0,233496.0
985,2,MBL,49,1,500,414.0,207000.0
986,2,MBL,49,1,1000,414.0,414000.0
987,2,MBL,49,34,30,414.0,12420.0
988,2,MBL,49,45,200,414.0,82800.0
989,2,MBL,49,48,10,414.0,4140.0
990,2,MBL,49,29,150,414.0,62100.0
991,2,MBL,49,59,400,414.0,165600.0
992,2,MBL,49,45,101,414.0,41814.0
993,2,MBL,49,45,45,414.0,18630.0
994,2,MBL,49,16,1000,413.0,413000.0
995,2,UNHPL,45,1,65,390.0,25350.0
996,2,NHPC,42,45,300,304.0,91200.0
997,2,NHPC,26,45,10,304.0,3040.0
998,2,MERO,35,38,46,1667.0,76682.0
999,2,JOSHI,49,21,10,333.0,3330.0
1000,3,PFL,3,49,250,690.0,172500.0
1001,3,OHL,46,55,400,605.0,242000.0
1002,3,KKHC,14,57,100,307.0,30700.0
1003,3,NHPC,44,45,1000,304.0,304000.0
1004,3,MNBBL,54,51,50,691.0,34550.0
1005,3,MNBBL,25,51,50,691.0,34550.0
1006,3,API,36,58,300,451.0,135300.0
1007,3,SHEL,58,49,10,440.0,4400.0
1008,3,SHEL,58,58,10,440.0,4400.0
1009,3,SFCL,57,29,500,401.0,200500.0
1010,3,SFCL,50,29,125,401.0,50125.0
1011,3,LBBL,56,32,80,655.0,52400.0
1012,3,MHNL,59,34,650,361.0,234650.0
1013,3,JSLBB,59,59,20,3500.0,70000.0
1014,3,NBB,58,20,100,424.0,42400.0
1015,3,AHPC,3,34,93,530.0,49290.0
1016,3,AHPC,3,26,407,530.0,215710.0
1017,3,BBC,26,58,10,6400.0,64000.0
1018,3,BBC,36,58,10,6400.0,64000.0
1019,3,RHPL,44,45,70,516.0,36120.0
1020,3,SBL,11,45,80,519.0,41520.0
1021,3,CORBL,52,58,80,685.0,54800.0
1022,3,SHPC,8,17,10,552.0,5520.0
1023,3,MFIL,55,43,399,1100.0,438900.0
1024,3,BFC,29,57,20,438.0,8760.0
1025,3,SWBBL,38,18,15,1715.0,25725.0
1026,3,MFIL,55,49,180,1100.0,198000.0
1027,3,CBL,6,1,300,297.0,89100.0
1028,3,CHDC,17,8,10,733.0,7330.0
1029,3,KBL,34,42,500,397.0,198500.0
1030,3,NRIC,51,35,10,1899.0,18990.0
1031,3,NRIC,51,17,20,1899.0,37980.0
1032,3,NLIC,26,34,10,2085.0,20850.0
1033,3,SPDL,26,52,50,453.0,22650.0
1034,3,SPDL,26,41,61,453.0,27633.0
1035,3,SPDL,26,43,881,452.0,398212.0
1036,3,NBL,41,22,189,462.0,87318.0
1037,3,NBL,41,55,311,462.0,143682.0
1038,3,KSBBL,41,35,100,600.0,60000.0
1039,3,PRIN,19,49,100,1093.0,109300.0
1040,3,PRIN,19,5,40,1093.0,43720.0
1041,3,RHPL,35,39,200,517.0,103400.0
1042,3,RHPL,35,22,120,517.0,62040.0
1043,3,NICLBSL,59,33,10,1603.0,16030.0
1044,3,NHPC,46,45,100,304.0,30400.0
1045,3,NIFRA,38,42,60,533.0,31980.0
1046,3,PCBL,34,41,124,485.0,60140.0
1047,3,PCBL,4,41,325,485.0,157625.0
1048,3,UPPER,44,10,40,758.0,30320.0
1049,3,NHPC,10,45,200,304.0,60800.0
1050,3,AKPL,35,32,100,499.0,49900.0
1051,3,NIFRA,38,49,50,533.0,26650.0
1052,3,LBL,55,13,150,431.0,64650.0
1053,3,LBL,55,35,350,431.0,150850.0
1054,3,NCCB,25,29,30,383.0,11490.0
1055,3,NICLBSL,59,19,70,1603.0,112210.0
1056,3,PFL,3,39,15,690.0,10350.0
1057,3,NHPC,35,45,500,304.0,152000.0
1058,3,PPCL,53,32,26,393.0,10218.0
1059,3,API,38,38,33,450.0,14850.0
1060,3,UPCL,44,50,40,333.0,13320.0
1061,3,UPCL,3,50,460,333.0,153180.0
1062,3,NRIC,6,50,40,1895.0,75800.0
1063,3,CHDC,17,47,10,733.0,7330.0
1064,3,GBIME,49,42,50,458.0,22900.0
1065,3,GBIME,26,42,377,458.0,172666.0
1066,3,SWBBL,22,16,20,1723.0,34460.0
1067,3,SWBBL,22,5,50,1722.0,86100.0
1068,3,SWBBL,22,45,30,1722.0,51660.0
1069,3,LEC,22,59,100,398.0,39800.0
1070,3,SIGS2,22,41,100,14.32,1432.0
1071,3,NHPC,39,45,190,304.0,57760.0
1072,3,CHDC,17,44,10,733.0,7330.0
1073,3,UPPER,44,52,21,758.0,15918.0
1074,3,UPPER,57,52,29,758.0,21982.0
1075,3,NMB50,49,47,3400,15.17,51578.0
1076,3,LEC,43,59,70,398.0,27860.0
1077,3,SGI,49,57,10,798.0,7980.0
1078,3,HURJA,22,50,20,380.0,7600.0
1079,3,NHPC,39,28,10,304.0,3040.0
1080,3,NHPC,38,28,50,304.0,15200.0
1081,3,NHPC,39,28,50,304.0,15200.0
1082,3,NHPC,17,28,500,304.0,152000.0
1083,3,NHPC,45,28,500,304.0,152000.0
1084,3,NHPC,29,28,530,304.0,161120.0
1085,3,NHPC,10,28,360,304.0,109440.0
1086,3,NBL,41,55,689,462.0,318318.0
1087,3,NBL,41,28,61,462.0,28182.0
1088,3,NHPC,10,1,140,304.0,42560.0
1089,3,NHPC,14,1,260,304.0,79040.0
1090,3,UNHPL,20,1,500,394.0,197000.0
1091,3,PROFL,44,57,500,405.0,202500.0
1092,3,PCBL,4,51,75,485.0,36375.0
1093,3,PCBL,36,51,225,485.0,109125.0
1094,3,MNBBL,25,5,50,691.0,34550.0
1095,3,CCBL,57,58,331,295.0,97645.0
1096,3,CCBL,39,58,559,295.0,164905.0
1097,3,CCBL,19,58,110,296.0,32560.0
1098,3,CHDC,17,35,10,733.0,7330.0
1099,3,AIL,11,59,10,885.0,8850.0
1100,3,RLFL,48,50,205,535.0,109675.0
1101,3,NLIC,20,44,10,2080.0,20800.0
1102,3,NLIC,25,44,20,2081.0,41620.0
1103,3,NMB,41,32,10,461.0,4610.0
1104,3,DHPL,56,34,100,292.0,29200.0
1105,3,DHPL,56,52,10,292.0,2920.0
1106,3,DHPL,56,28,256,292.0,74752.0
1107,3,BFC,57,28,100,437.0,43700.0
1108,3,NRN,40,52,10,710.0,7100.0
1109,3,SKBBL,53,4,100,1640.0,164000.0
1110,3,HIDCL,45,38,300,424.0,127200.0
1111,3,SANIMA,13,45,10,499.0,4990.0
1112,3,NCCB,13,47,420,382.0,160440.0
1113,3,NCCB,6,47,80,382.0,30560.0
1114,3,AHPC,18,26,67,530.0,35510.0
1115,3,JFL,49,42,100,469.0,46900.0
1116,3,HIDCL,40,49,31,423.0,13113.0
1117,3,API,38,41,39,450.0,17550.0
1118,3,CBBL,8,4,20,1775.0,35500.0
1119,3,SSHL,8,41,100,369.0,36900.0
1120,3,SPDL,34,43,469,450.0,211050.0
1121,3,SPDL,59,43,10,450.0,4500.0
1122,3,SPDL,38,43,21,451.0,9471.0
1123,3,UMHL,49,10,17,406.0,6902.0
1124,3,RHPC,58,17,20,615.0,12300.0
1125,3,KBL,59,6,169,396.0,66924.0
1126,3,GLICL,33,38,410,824.0,337840.0
1127,3,AKJCL,50,45,20,300.0,6000.0
1128,3,SJCL,57,17,10,472.0,4720.0
1129,3,NBB,7,20,110,424.0,46640.0
1130,3,KSBBL,57,35,180,600.0,108000.0
1131,3,KSBBL,57,51,120,598.0,71760.0
1132,3,SPDL,38,51,364,451.0,164164.0
1133,3,SPDL,38,10,15,450.0,6750.0
1134,3,PRVU,44,50,14,474.0,6636.0
1135,3,GBIME,14,56,50,459.0,22950.0
1136,3,FMDBL,45,29,408,828.0,337824.0
1137,3,FMDBL,45,55,92,828.0,76176.0
1138,3,NIFRA,38,45,20,533.0,10660.0
1139,3,NIFRA,11,45,30,533.0,15990.0
1140,3,GBBL,29,59,40,550.0,22000.0
1141,3,GBBL,18,59,500,551.0,275500.0
1142,3,GBBL,48,59,10,551.0,5510.0
1143,3,GBBL,58,59,50,551.0,27550.0
1144,3,GBIME,26,5,623,458.0,285334.0
1145,3,GBIME,58,5,30,458.0,13740.0
1146,3,LEC,54,33,10,397.0,3970.0
1147,3,EIC,43,49,50,845.0,42250.0
1148,3,EIC,13,49,100,845.0,84500.0
1149,3,EIC,48,49,30,845.0,25350.0
1150,3,RHPC,58,38,90,615.0,55350.0
1151,3,UNHPL,58,1,200,394.0,78800.0
1152,3,UNHPL,42,1,151,394.0,59494.0
