,S.N.,Symbol,Buyer,Seller,Quantity,Rate,Amount
12711,26,KKHC,58,45,92,314.0,28888.0
12712,26,UNHPL,58,6,55,370.0,20350.0
12713,26,GFCL,19,51,15,706.0,10590.0
12714,26,CBL,52,42,40,299.0,11960.0
12715,26,AKJCL,32,46,10,299.0,2990.0
12716,26,PCBL,32,34,80,483.0,38640.0
12717,26,MLBL,32,58,85,459.0,39015.0
12718,26,CHDC,17,29,10,733.0,7330.0
12719,26,GHL,47,48,20,324.0,6480.0
12720,26,UPCL,45,56,200,321.0,64200.0
12721,26,SRBL,22,14,130,390.0,50700.0
12722,26,SRBL,38,14,220,390.0,85800.0
12723,26,KBL,4,42,971,392.0,380632.0
12724,26,KBL,58,42,29,392.0,11368.0
12725,26,HGI,3,42,14,872.0,12208.0
12726,26,LEC,42,40,10,394.0,3940.0
12727,26,RHPL,47,59,40,513.0,20520.0
12728,26,HURJA,52,8,20,377.0,7540.0
12729,26,API,8,8,100,436.0,43600.0
12730,26,API,8,22,107,436.0,46652.0
12731,26,UNHPL,44,5,50,369.0,18450.0
12732,26,MLBL,43,58,20,459.0,9180.0
12733,26,UNHPL,19,19,190,365.0,69350.0
12734,26,SADBL,13,19,500,431.0,215500.0
12735,26,JFL,4,52,38,455.0,17290.0
12736,26,ICFC,1,40,103,640.0,65920.0
12737,26,ICFC,28,40,40,641.0,25640.0
12738,26,KKHC,58,41,16,314.0,5024.0
12739,26,RLI,11,37,50,711.0,35550.0
12740,26,RLI,20,37,15,711.0,10665.0
12741,26,HIDCL,21,22,27,415.0,11205.0
12742,26,HIDCL,42,22,18,415.0,7470.0
12743,26,NHPC,42,57,50,300.0,15000.0
12744,26,NGPL,4,1,50,516.0,25800.0
12745,26,GIC,50,45,10,756.0,7560.0
12746,26,API,14,44,60,435.0,26100.0
12747,26,CHDC,17,36,10,733.0,7330.0
12748,26,HDL,3,19,20,5550.0,111000.0
12749,26,RLI,20,11,25,711.0,17775.0
12750,26,PCBL,57,34,20,483.0,9660.0
12751,26,UNHPL,44,19,10,365.0,3650.0
12752,26,PFL,45,28,10,700.0,7000.0
12753,26,CHDC,17,46,10,733.0,7330.0
12754,26,API,14,32,30,435.0,13050.0
12755,26,SJCL,28,29,40,464.0,18560.0
12756,26,SJCL,57,45,40,465.0,18600.0
12757,26,KKHC,58,45,100,314.0,31400.0
12758,26,NMB,53,14,70,458.0,32060.0
12759,26,NMB,45,14,30,458.0,13740.0
12760,26,GFCL,19,21,50,706.0,35300.0
12761,26,API,49,22,293,436.0,127748.0
12762,26,AIL,35,6,20,884.0,17680.0
12763,26,RHPL,47,48,20,513.0,10260.0
12764,26,UPCL,28,56,100,321.0,32100.0
12765,26,JBBL,43,40,15,489.0,7335.0
12766,26,UPCL,40,56,500,321.0,160500.0
12767,26,EBL,6,33,50,770.0,38500.0
12768,26,EBL,58,33,153,770.0,117810.0
12769,26,PMHPL,45,25,100,315.0,31500.0
12770,26,CHCL,10,8,15,715.0,10725.0
12771,26,CHCL,10,48,1835,715.0,1312025.0
12772,26,SJCL,28,39,20,464.0,9280.0
12773,26,NTC,29,3,160,1314.0,210240.0
12774,26,KBL,49,36,50,393.0,19650.0
12775,26,GLH,29,26,10,403.0,4030.0
12776,26,NRN,47,58,10,710.0,7100.0
12777,26,NRN,47,13,400,710.0,284000.0
12778,26,NRN,47,3,100,710.0,71000.0
12779,26,NRN,47,8,50,710.0,35500.0
12780,26,NRN,47,34,50,710.0,35500.0
12781,26,NRN,47,54,10,710.0,7100.0
12782,26,NRN,47,19,10,710.0,7100.0
12783,26,NRN,47,44,10,710.0,7100.0
12784,26,NRN,47,8,100,710.0,71000.0
12785,26,NRN,47,17,10,708.0,7080.0
12786,26,NRN,47,45,10,708.0,7080.0
12787,26,NRN,47,49,10,708.0,7080.0
12788,26,NRN,47,17,10,707.0,7070.0
12789,26,SWBBL,14,10,25,1660.0,41500.0
12790,26,SWBBL,50,10,25,1671.0,41775.0
12791,26,HIDCL,42,48,100,415.0,41500.0
12792,26,SPDL,58,43,400,442.0,176800.0
12793,26,NGPL,54,1,40,516.0,20640.0
12794,26,NGPL,42,1,25,516.0,12900.0
12795,26,ADBL,54,19,10,490.0,4900.0
12796,26,SHINE,41,56,100,448.0,44800.0
12797,26,MEGA,58,46,227,386.0,87622.0
12798,26,MEGA,58,46,10,386.0,3860.0
12799,26,MEGA,40,46,45,386.0,17370.0
12800,26,MEGA,17,46,718,386.0,277148.0
12801,26,GBIME,11,42,40,460.0,18400.0
12802,26,JBBL,34,11,15,488.0,7320.0
12803,26,JBBL,34,11,35,488.0,17080.0
12804,26,AHPC,34,32,11,520.0,5720.0
12805,26,AHPC,7,32,89,520.0,46280.0
12806,26,SGI,38,8,50,791.0,39550.0
12807,26,HDHPC,49,10,10,301.0,3010.0
12808,26,SHL,45,54,200,278.0,55600.0
12809,26,SHL,45,17,500,278.0,139000.0
12810,26,LBBL,45,45,14,645.0,9030.0
12811,26,AIL,35,45,10,884.0,8840.0
12812,26,CGH,28,34,10,1690.0,16900.0
12813,26,PLI,55,28,10,814.0,8140.0
12814,26,ILBS,47,45,12,1801.0,21612.0
12815,26,AIL,45,1,10,885.0,8850.0
12816,26,AKJCL,32,45,10,299.0,2990.0
12817,26,CZBIL,45,37,100,402.0,40200.0
12818,26,CZBIL,45,57,50,402.0,20100.0
12819,26,CZBIL,45,50,73,402.0,29346.0
12820,26,SADBL,13,45,450,431.0,193950.0
12821,26,PPCL,14,45,30,395.0,11850.0
12822,26,RHPL,47,45,40,513.0,20520.0
12823,26,LGIL,45,49,133,862.0,114646.0
12824,26,JLI,16,36,10,815.0,8150.0
12825,26,SBL,41,51,100,512.0,51200.0
12826,26,CHDC,17,40,10,733.0,7330.0
12827,26,AKJCL,32,52,30,299.0,8970.0
12828,26,JLI,14,52,10,815.0,8150.0
12829,26,UNHPL,58,59,100,365.0,36500.0
12830,26,AIL,35,41,10,884.0,8840.0
12831,26,KRBL,28,11,62,376.0,23312.0
12832,26,NIFRA,14,4,20,529.0,10580.0
12833,26,MHNL,43,34,40,359.0,14360.0
12834,26,NBB,57,1,150,423.0,63450.0
12835,26,GBIME,49,42,500,460.0,230000.0
12836,26,HDHPC,49,6,112,301.0,33712.0
12837,26,AHPC,7,42,70,520.0,36400.0
12838,26,LBBL,59,51,57,642.0,36594.0
12839,26,AHPC,25,13,100,521.0,52100.0
12840,26,AHPC,45,4,30,520.0,15600.0
12841,26,RHPL,47,8,80,513.0,41040.0
12842,26,RHPL,47,5,140,513.0,71820.0
12843,26,RHPL,47,48,40,512.0,20480.0
12844,26,AIL,35,39,10,884.0,8840.0
12845,26,CCBL,50,42,145,295.0,42775.0
12846,26,CCBL,50,18,265,295.0,78175.0
12847,26,CCBL,50,28,590,295.0,174050.0
12848,26,NIFRA,56,13,50,529.0,26450.0
12849,26,SANIMA,52,22,100,501.0,50100.0
12850,26,NGPL,39,52,25,517.0,12925.0
12851,26,NIL,42,28,10,1678.0,16780.0
12852,26,GBBL,35,25,50,551.0,27550.0
12853,26,RLFL,44,43,40,521.0,20840.0
12854,26,UMHL,19,42,36,400.0,14400.0
12855,26,UMHL,19,45,14,400.0,5600.0
12856,26,UMHL,19,1,250,400.0,100000.0
12857,26,SHEL,4,26,10,430.0,4300.0
12858,26,SHEL,48,26,50,430.0,21500.0
12859,26,NLIC,54,16,30,2071.0,62130.0
12860,26,PICL,13,21,50,936.0,46800.0
12861,26,UPPER,38,57,40,750.0,30000.0
12862,26,UPPER,48,57,10,750.0,7500.0
12863,26,UPPER,58,57,50,750.0,37500.0
12864,26,UPPER,48,57,20,750.0,15000.0
12865,26,UPPER,48,57,10,751.0,7510.0
12866,26,UPPER,45,57,50,751.0,37550.0
12867,26,UPPER,21,57,20,752.0,15040.0
12868,26,NRIC,44,57,100,1881.0,188100.0
12869,26,JBBL,25,40,25,489.0,12225.0
12870,26,JBBL,58,40,10,489.0,4890.0
12871,26,PROFL,35,1,35,396.0,13860.0
12872,26,PROFL,34,1,200,397.0,79400.0
12873,26,PROFL,49,1,45,397.0,17865.0
12874,26,PROFL,57,1,50,397.0,19850.0
12875,26,PROFL,34,1,500,397.0,198500.0
12876,26,PROFL,57,1,170,400.0,68000.0
12877,26,UPCL,51,56,200,321.0,64200.0
12878,26,KKHC,58,53,500,314.0,157000.0
12879,26,CHDC,17,52,10,733.0,7330.0
12880,26,UMHL,45,47,14,399.0,5586.0
12881,26,PLI,55,20,10,814.0,8140.0
12882,26,HDHPC,57,6,150,301.0,45150.0
12883,26,RHPL,1,48,60,511.0,30660.0
12884,26,JLI,14,14,10,815.0,8150.0
12885,26,BPCL,52,50,29,531.0,15399.0
12886,26,JBBL,34,42,50,488.0,24400.0
12887,26,GBIME,40,42,1000,460.0,460000.0
12888,26,UNHPL,58,36,873,364.0,317772.0
12889,26,UNHPL,38,36,100,364.0,36400.0
12890,26,UNHPL,54,36,1000,364.0,364000.0
12891,26,UNHPL,57,36,100,364.0,36400.0
12892,26,UNHPL,33,36,1000,364.0,364000.0
12893,26,UNHPL,21,36,100,364.0,36400.0
12894,26,UNHPL,19,36,10,365.0,3650.0
12895,26,UNHPL,42,36,250,365.0,91250.0
12896,26,UNHPL,16,36,500,365.0,182500.0
12897,26,UNHPL,50,36,50,365.0,18250.0
12898,26,UNHPL,50,36,50,365.0,18250.0
12899,26,UNHPL,33,36,200,365.0,73000.0
12900,26,UNHPL,45,36,200,365.0,73000.0
12901,26,UNHPL,35,36,37,365.0,13505.0
12902,26,UNHPL,41,36,100,366.0,36600.0
12903,26,UNHPL,42,36,430,366.0,157380.0
12904,26,JOSHI,57,36,20,316.0,6320.0
12905,26,NICL,16,46,30,1153.0,34590.0
12906,26,NICL,16,6,30,1153.0,34590.0
12907,26,RHPL,1,53,40,511.0,20440.0
12908,26,CHL,35,16,61,464.0,28304.0
12909,26,SHPC,56,49,1000,540.0,540000.0
12910,26,AHPC,39,13,500,521.0,260500.0
12911,26,HIDCL,42,10,16,415.0,6640.0
12912,26,HIDCL,42,58,81,415.0,33615.0
12913,26,HIDCL,57,58,100,415.0,41500.0
12914,26,HIDCL,29,58,10,415.0,4150.0
12915,26,NIL,42,58,70,1678.0,117460.0
12916,26,KPCL,58,49,100,481.0,48100.0
12917,26,MEN,17,51,10,942.0,9420.0
12918,26,RBCLPO,26,38,10,18439.0,184390.0
12919,26,GHL,47,58,45,324.0,14580.0
12920,26,UPCL,56,56,1000,321.0,321000.0
12921,26,API,14,56,100,435.0,43500.0
12922,26,SICL,56,45,10,2190.0,21900.0
12923,26,SICL,56,50,10,2190.0,21900.0
12924,26,SICL,56,6,50,2189.0,109450.0
12925,26,SICL,56,55,20,2182.0,43640.0
12926,26,HDHPC,41,6,322,301.0,96922.0
12927,26,HDHPC,28,6,100,301.0,30100.0
12928,26,HDHPC,57,6,500,301.0,150500.0
12929,26,HDHPC,46,6,646,301.0,194446.0
12930,26,HDHPC,53,6,100,302.0,30200.0
12931,26,HDHPC,14,6,70,302.0,21140.0
12932,26,SHEL,48,57,10,430.0,4300.0
12933,26,BARUN,20,32,32,578.0,18496.0
12934,26,GBIME,36,42,200,460.0,92000.0
12935,26,HIDCL,29,53,10,415.0,4150.0
12936,26,CHL,38,16,39,464.0,18096.0
12937,26,SADBL,16,22,100,435.0,43500.0
12938,26,SGI,38,22,10,791.0,7910.0
12939,26,HPPL,42,8,10,484.0,4840.0
12940,26,UPCL,14,56,500,321.0,160500.0
12941,26,GHL,20,58,50,324.0,16200.0
12942,26,GHL,6,58,20,324.0,6480.0
12943,26,GHL,34,58,75,325.0,24375.0
12944,26,MEGA,17,10,120,386.0,46320.0
12945,26,HURJA,42,50,50,378.0,18900.0
12946,26,HIDCL,54,45,79,416.0,32864.0
12947,26,PPCL,14,35,20,395.0,7900.0
12948,26,NICA,35,18,33,906.0,29898.0
12949,26,NICA,49,18,50,906.0,45300.0
12950,26,HDL,3,38,10,5550.0,55500.0
12951,26,HDL,3,25,20,5550.0,111000.0
12952,26,UNHPL,35,6,50,365.0,18250.0
12953,26,NHPC,42,39,250,300.0,75000.0
12954,26,ACLBSL,14,26,10,1560.0,15600.0
12955,26,NIL,40,58,30,1678.0,50340.0
12956,26,RURU,58,28,10,951.0,9510.0
12957,26,RLI,8,42,10,710.0,7100.0
12958,26,UPPER,21,22,77,752.0,57904.0
12959,26,MNBBL,53,36,40,684.0,27360.0
12960,26,MNBBL,38,36,100,685.0,68500.0
12961,26,MNBBL,38,36,100,685.0,68500.0
12962,26,MNBBL,14,36,150,685.0,102750.0
12963,26,MNBBL,36,36,20,685.0,13700.0
12964,26,MNBBL,42,36,25,685.0,17125.0
12965,26,MNBBL,33,36,100,685.0,68500.0
12966,26,MNBBL,58,36,55,685.0,37675.0
12967,26,MNBBL,29,36,10,685.0,6850.0
12968,26,UPCL,43,59,80,320.0,25600.0
12969,26,NGPL,42,53,10,516.0,5160.0
12970,26,UPCL,43,55,50,320.0,16000.0
12971,26,API,14,47,48,435.0,20880.0
12972,26,UPCL,46,56,50,321.0,16050.0
12973,26,PFL,45,43,554,700.0,387800.0
12974,26,PFL,3,43,446,701.0,312646.0
12975,26,RLI,8,48,30,710.0,21300.0
12976,26,RLI,32,48,70,711.0,49770.0
12977,26,SJCL,28,32,30,464.0,13920.0
12978,26,BFC,45,58,30,424.0,12720.0
12979,26,HIDCL,59,45,100,416.0,41600.0
12980,26,SFCL,56,18,15,399.0,5985.0
12981,26,MPFL,35,28,20,413.0,8260.0
12982,26,PLIC,20,29,330,1052.0,347160.0
12983,26,PLIC,58,29,70,1053.0,73710.0
12984,26,HPPL,14,5,100,485.0,48500.0
12985,26,KSBBL,58,1,290,584.0,169360.0
12986,26,ALICL,44,19,122,1430.0,174460.0
12987,26,CHL,38,13,11,464.0,5104.0
12988,26,RHPL,1,4,10,511.0,5110.0
12989,26,HDHPC,14,51,30,302.0,9060.0
12990,26,UMHL,14,1,50,400.0,20000.0
12991,26,STC,42,40,10,10300.0,103000.0
12992,26,STC,51,40,10,10300.0,103000.0
12993,26,STC,33,40,30,10300.0,309000.0
12994,26,STC,47,40,10,10300.0,103000.0
12995,26,STC,59,40,50,10301.0,515050.0
12996,26,STC,47,40,10,10310.0,103100.0
12997,26,STC,32,40,10,10310.0,103100.0
12998,26,SADBL,36,22,130,435.0,56550.0
12999,26,RHPL,1,39,50,511.0,25550.0
13000,27,GILB,45,4,10,2816.0,28160.0
13001,27,SEF,33,26,2000,14.45,28900.0
13002,27,SEF,33,33,1000,14.45,14450.0
13003,27,ICFC,28,58,60,641.0,38460.0
13004,27,NHPC,42,38,100,300.0,30000.0
13005,27,NHPC,42,29,674,300.0,202200.0
13006,27,NHPC,41,29,100,300.0,30000.0
13007,27,KKHC,6,41,16,316.0,5056.0
13008,27,NLIC,42,16,60,2071.0,124260.0
13009,27,NLIC,49,16,100,2071.0,207100.0
13010,27,NGPL,42,8,51,516.0,26316.0
13011,27,GLICL,33,1,189,816.0,154224.0
13012,27,GLICL,59,1,200,816.0,163200.0
13013,27,GLICL,33,1,111,817.0,90687.0
13014,27,GLICL,35,1,100,818.0,81800.0
13015,27,LBL,49,45,200,428.0,85600.0
13016,27,GHL,34,49,25,325.0,8125.0
13017,27,MEGA,49,50,100,387.0,38700.0
13018,27,UPPER,32,22,10,752.0,7520.0
13019,27,HDHPC,26,51,70,302.0,21140.0
13020,27,UPCL,10,56,500,321.0,160500.0
13021,27,SIFC,8,46,220,504.0,110880.0
13022,27,UPPER,14,22,10,752.0,7520.0
13023,27,CHCL,13,14,200,714.0,142800.0
13024,27,SSHL,35,42,100,352.0,35200.0
13025,27,NRIC,44,38,22,1881.0,41382.0
13026,27,NRIC,5,38,500,1881.0,940500.0
13027,27,NRIC,49,38,31,1881.0,58311.0
13028,27,NRIC,13,38,10,1882.0,18820.0
13029,27,NRIC,25,38,137,1882.0,257834.0
13030,27,JFL,4,21,12,455.0,5460.0
13031,27,AHPC,45,11,300,520.0,156000.0
13032,27,HPPL,42,41,100,484.0,48400.0
13033,27,SICL,39,55,50,2182.0,109100.0
13034,27,AIL,35,6,10,884.0,8840.0
13035,27,NICL,28,6,50,1153.0,57650.0
13036,27,SANIMA,57,22,30,501.0,15030.0
13037,27,SINDU,1,43,100,415.0,41500.0
13038,27,MNBBL,13,25,10,685.0,6850.0
13039,27,API,10,22,300,436.0,130800.0
13040,27,KKHC,58,32,26,314.0,8164.0
13041,27,KKHC,51,32,24,314.0,7536.0
13042,27,AIL,35,21,10,884.0,8840.0
13043,27,NABIL,52,57,40,1320.0,52800.0
13044,27,SJCL,28,56,20,464.0,9280.0
13045,27,SWBBL,56,58,30,1700.0,51000.0
13046,27,CHCL,13,38,22,714.0,15708.0
13047,27,OHL,38,5,20,600.0,12000.0
13048,27,OHL,38,52,130,600.0,78000.0
13049,27,NHPC,34,29,200,300.0,60000.0
13050,27,NCCB,34,28,130,379.0,49270.0
13051,27,CCBL,16,58,52,294.0,15288.0
13052,27,CCBL,59,58,62,294.0,18228.0
13053,27,CHDC,17,13,10,733.0,7330.0
13054,27,NHPC,47,29,26,300.0,7800.0
13055,27,NHPC,47,59,200,300.0,60000.0
13056,27,NHPC,47,46,24,300.0,7200.0
13057,27,GUFL,3,11,10,1320.0,13200.0
13058,27,SADBL,41,58,100,436.0,43600.0
13059,27,NGPL,42,41,12,516.0,6192.0
13060,27,KBL,58,48,34,392.0,13328.0
13061,27,KBL,36,48,100,392.0,39200.0
13062,27,KBL,21,48,65,392.0,25480.0
13063,27,KBL,58,48,101,392.0,39592.0
13064,27,KBL,34,48,100,392.0,39200.0
13065,27,KBL,26,48,100,392.0,39200.0
13066,27,KBL,3,48,500,393.0,196500.0
13067,27,ADBL,45,49,35,488.0,17080.0
13068,27,AHPC,45,10,49,520.0,25480.0
13069,27,GHL,39,22,29,324.0,9396.0
13070,27,EBL,58,14,200,770.0,154000.0
13071,27,KRBL,58,28,100,380.0,38000.0
13072,27,MLBL,25,32,15,459.0,6885.0
13073,27,NIFRA,56,36,50,529.0,26450.0
13074,27,NIFRA,48,36,10,529.0,5290.0
13075,27,NIFRA,17,36,100,529.0,52900.0
13076,27,NIFRA,52,36,100,529.0,52900.0
13077,27,NIFRA,34,36,200,529.0,105800.0
13078,27,NIFRA,58,36,40,529.0,21160.0
13079,27,SJCL,29,11,20,464.0,9280.0
13080,27,NICL,28,53,50,1153.0,57650.0
13081,27,MBL,54,34,852,410.0,349320.0
13082,27,MBL,54,40,513,410.0,210330.0
13083,27,MBL,54,42,635,409.0,259715.0
13084,27,GUFL,3,52,54,1320.0,71280.0
13085,27,LICN,25,48,280,2464.0,689920.0
13086,27,LICN,14,48,100,2465.0,246500.0
13087,27,LICN,19,48,10,2465.0,24650.0
13088,27,LICN,54,48,10,2466.0,24660.0
13089,27,NIFRA,22,58,15,530.0,7950.0
13090,27,NRIC,25,32,63,1882.0,118566.0
13091,27,NRIC,49,32,30,1882.0,56460.0
13092,27,NRIC,35,32,10,1883.0,18830.0
13093,27,NRIC,49,32,20,1884.0,37680.0
13094,27,NRIC,28,32,77,1885.0,145145.0
13095,27,JLI,41,10,10,814.0,8140.0
13096,27,NHPC,36,46,476,300.0,142800.0
13097,27,NHPC,36,41,200,300.0,60000.0
13098,27,NHPC,36,11,324,300.0,97200.0
13099,27,NMB,45,22,70,458.0,32060.0
13100,27,NMB,57,22,50,458.0,22900.0
13101,27,NMB,57,22,80,458.0,36640.0
13102,27,CHDC,17,52,10,733.0,7330.0
13103,27,NMFBS,46,43,100,3632.0,363200.0
13104,27,NMFBS,46,45,30,3632.0,108960.0
13105,27,NMFBS,46,45,16,3632.0,58112.0
13106,27,NRN,47,28,10,706.0,7060.0
13107,27,UNHPL,35,57,400,365.0,146000.0
13108,27,AKPL,34,6,400,490.0,196000.0
13109,27,UPCL,43,58,100,320.0,32000.0
13110,27,GMFBS,45,1,50,1601.0,80050.0
13111,27,MLBL,32,32,200,459.0,91800.0
13112,27,NICL,16,44,180,1155.0,207900.0
13113,27,NICL,16,35,120,1155.0,138600.0
13114,27,NICL,16,3,100,1154.0,115400.0
13115,27,NRIC,28,18,20,1885.0,37700.0
13116,27,SIFC,52,46,30,504.0,15120.0
13117,27,NIFRA,58,42,210,529.0,111090.0
13118,27,NIFRA,26,42,50,530.0,26500.0
13119,27,NIFRA,25,42,140,530.0,74200.0
13120,27,MEGA,19,50,100,387.0,38700.0
13121,27,UMHL,36,1,200,400.0,80000.0
13122,27,LEC,42,54,10,394.0,3940.0
13123,27,NBL,58,18,20,457.0,9140.0
13124,27,AKPL,50,41,50,491.0,24550.0
13125,27,RHPL,37,52,10,510.0,5100.0
13126,27,MLBSL,3,52,10,5000.0,50000.0
13127,27,NIFRA,50,14,50,530.0,26500.0
13128,27,MFIL,44,39,100,1087.0,108700.0
13129,27,MFIL,44,55,100,1087.0,108700.0
13130,27,CHDC,17,46,10,733.0,7330.0
13131,27,CIT,26,50,10,4140.0,41400.0
13132,27,SHL,20,42,100,277.0,27700.0
13133,27,SHL,20,11,100,277.0,27700.0
13134,27,SHL,20,42,194,277.0,53738.0
13135,27,UPCL,43,20,170,320.0,54400.0
13136,27,UPCL,47,20,640,320.0,204800.0
13137,27,HDL,22,25,10,5550.0,55500.0
13138,27,HDL,3,41,25,5522.0,138050.0
13139,27,HDL,38,41,75,5525.0,414375.0
13140,27,NHPC,28,56,1000,300.0,300000.0
13141,27,SAPDBL,3,35,399,375.0,149625.0
13142,27,SAPDBL,29,35,50,375.0,18750.0
13143,27,SAPDBL,32,35,100,375.0,37500.0
13144,27,SAPDBL,3,35,451,375.0,169125.0
13145,27,NHPC,44,11,100,300.0,30000.0
13146,27,SBI,43,7,10,433.0,4330.0
13147,27,SBI,43,34,80,433.0,34640.0
13148,27,AIL,35,46,10,884.0,8840.0
13149,27,MEGA,49,50,400,387.0,154800.0
13150,27,SHINE,21,56,100,448.0,44800.0
13151,27,RHPL,51,5,500,513.0,256500.0
13152,27,NHPC,55,11,76,300.0,22800.0
13153,27,NHPC,55,19,100,300.0,30000.0
13154,27,NHPC,55,42,24,300.0,7200.0
13155,27,UMHL,45,53,12,399.0,4788.0
13156,27,RADHI,56,45,263,1093.0,287459.0
13157,27,RADHI,56,56,20,1093.0,21860.0
13158,27,RADHI,56,13,12,1091.0,13092.0
13159,27,RADHI,56,45,12,1091.0,13092.0
13160,27,RADHI,56,56,10,1090.0,10900.0
13161,27,RADHI,56,8,255,1090.0,277950.0
13162,27,RADHI,56,45,50,1090.0,54500.0
13163,27,RADHI,56,1,100,1090.0,109000.0
13164,27,RADHI,56,40,100,1086.0,108600.0
13165,27,RADHI,56,4,100,1085.0,108500.0
13166,27,RADHI,56,21,12,1085.0,13020.0
13167,27,RADHI,56,13,11,1080.0,11880.0
13168,27,RADHI,56,34,10,1078.0,10780.0
13169,27,RADHI,56,19,10,1078.0,10780.0
13170,27,RADHI,56,26,24,1077.0,25848.0
13171,27,RADHI,56,45,11,1072.0,11792.0
13172,27,CFCL,35,35,21,450.0,9450.0
13173,27,CFCL,35,25,29,447.0,12963.0
13174,27,CBBL,34,34,10,1765.0,17650.0
13175,27,RLI,32,19,10,711.0,7110.0
13176,27,SRBL,16,5,2000,389.0,778000.0
13177,27,MNBBL,59,41,50,686.0,34300.0
13178,27,GBIME,20,42,223,460.0,102580.0
13179,27,GBIME,20,45,22,460.0,10120.0
13180,27,GBIME,20,56,55,460.0,25300.0
13181,27,OHL,44,17,80,596.0,47680.0
13182,27,GUFL,17,52,10,1320.0,13200.0
13183,27,OHL,44,39,900,596.0,536400.0
13184,27,OHL,51,39,200,596.0,119200.0
13185,27,OHL,17,39,900,596.0,536400.0
13186,27,OHL,38,39,100,597.0,59700.0
13187,27,MFIL,55,55,50,1085.0,54250.0
13188,27,MFIL,55,55,200,1085.0,217000.0
13189,27,MFIL,44,55,100,1085.0,108500.0
13190,27,MFIL,55,55,150,1085.0,162750.0
13191,27,MEGA,17,1,100,386.0,38600.0
13192,27,MLBSL,40,28,10,5000.0,50000.0
13193,27,RHPL,37,56,40,510.0,20400.0
13194,27,PROFL,57,58,30,400.0,12000.0
13195,27,RRHP,34,48,10,415.0,4150.0
13196,27,HIDCL,41,45,100,416.0,41600.0
13197,27,HIDCL,20,45,489,416.0,203424.0
13198,27,SJCL,45,22,25,465.0,11625.0
13199,27,SJCL,45,59,175,465.0,81375.0
13200,27,RHPL,37,11,70,510.0,35700.0
13201,27,RHPL,37,51,10,510.0,5100.0
13202,27,NIFRA,50,53,50,530.0,26500.0
13203,27,BFC,34,57,100,424.0,42400.0
13204,27,AHPC,45,3,15,520.0,7800.0
13205,27,AHPC,45,45,100,520.0,52000.0
13206,27,AHPC,33,37,44,520.0,22880.0
13207,27,HDL,13,25,20,5550.0,111000.0
13208,27,HDL,13,56,30,5550.0,166500.0
13209,27,NICLBSL,58,39,10,1606.0,16060.0
13210,27,CGH,52,54,10,1689.0,16890.0
13211,27,SSHL,54,4,100,352.0,35200.0
13212,27,SSHL,54,16,20,352.0,7040.0
13213,27,SSHL,54,6,50,352.0,17600.0
13214,27,MDB,45,52,10,618.0,6180.0
13215,27,MDB,45,52,50,618.0,30900.0
13216,27,MDB,36,52,100,618.0,61800.0
13217,27,MDB,29,52,30,620.0,18600.0
13218,27,MDB,16,52,30,620.0,18600.0
13219,27,MDB,51,52,20,622.0,12440.0
13220,27,MDB,51,52,10,623.0,6230.0
13221,27,SHL,57,42,100,277.0,27700.0
13222,27,NRIC,28,44,50,1885.0,94250.0
13223,27,PMHPL,45,46,10,315.0,3150.0
13224,27,NGPL,42,50,90,516.0,46440.0
13225,27,NGPL,42,36,12,515.0,6180.0
13226,27,SRBL,16,29,90,389.0,35010.0
13227,27,NRN,47,36,383,706.0,270398.0
13228,27,NRN,47,21,10,705.0,7050.0
13229,27,NRN,47,42,10,705.0,7050.0
13230,27,NRN,47,43,10,705.0,7050.0
13231,27,NRN,47,34,10,705.0,7050.0
13232,27,NRN,47,45,10,705.0,7050.0
13233,27,NRN,47,8,10,704.0,7040.0
13234,27,NRN,47,19,10,704.0,7040.0
13235,27,JFL,4,59,100,455.0,45500.0
13236,27,SHEL,48,14,10,430.0,4300.0
13237,27,API,14,1,173,435.0,75255.0
13238,27,NHPC,48,42,300,300.0,90000.0
13239,27,MHNL,48,35,190,358.0,68020.0
13240,27,MHNL,52,35,10,358.0,3580.0
13241,27,MHNL,45,35,100,359.0,35900.0
13242,27,RHPL,37,45,70,510.0,35700.0
13243,27,NRIC,28,45,10,1885.0,18850.0
13244,27,GUFL,50,52,36,1320.0,47520.0
13245,27,GUFL,50,18,50,1320.0,66000.0
13246,27,GUFL,50,6,112,1320.0,147840.0
13247,27,GUFL,50,28,384,1320.0,506880.0
13248,27,GUFL,50,45,18,1320.0,23760.0
13249,27,RHPC,20,50,19,598.0,11362.0
13250,27,RHPC,58,50,22,599.0,13178.0
13251,27,RRHP,34,58,50,415.0,20750.0
13252,27,RRHP,57,58,20,415.0,8300.0
13253,27,RRHP,57,58,30,415.0,12450.0
13254,27,RRHP,51,58,100,416.0,41600.0
13255,27,HIDCL,20,19,500,416.0,208000.0
13256,27,UPCL,47,40,50,320.0,16000.0
13257,27,GLICL,10,45,60,819.0,49140.0
13258,27,JBBL,34,10,115,488.0,56120.0
13259,27,NHPC,14,42,176,300.0,52800.0
13260,27,NHPC,14,22,10,300.0,3000.0
13261,27,NHPC,14,32,200,300.0,60000.0
13262,27,NHPC,14,29,50,300.0,15000.0
13263,27,NHPC,14,41,50,300.0,15000.0
13264,27,NHPC,14,45,14,300.0,4200.0
13265,27,DDBL,34,11,70,1720.0,120400.0
13266,27,DDBL,34,43,26,1719.0,44694.0
13267,27,HDHPC,46,4,354,301.0,106554.0
